"sourceId","tradition","branch","title","publisher","institution","sourceUrl","sourceType","language","originalLanguage","sourceVersion","checksum","licenseStatus","licenseEvidence","provenance","expectedUsage","sourceText","chunks","passage","sourceFingerprint","reviewStatus","reviewChecklist","completedReviews","nextReview","reviewDecision","reviewNotes"
"protestant:webp-a-track-v1:jas:1:19-20","protestant","general","World English Bible — James 1:19-20","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","70a514e148d9015f1f2222db5c638f118cdfd74f347fb2e613793a5aa3dd81a4","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","So, then, my beloved brothers, let every man be swift to hear, slow to speak, and slow to anger; for the anger of man doesn’t produce the righteousness of God.","[{""text"":""So, then, my beloved brothers, let every man be swift to hear, slow to speak, and slow to anger; for the anger of man doesn’t produce the righteousness of God."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":159}}]","{""book"":""James"",""chapter"":1,""verseStart"":19,""verseEnd"":20,""emotionTags"":[""anger""],""conceptTags"":[""peace""]}","e6d79fc9428386f0dfabca33bae0cea286c590f409a7759ffbc57a41cfd6ff63","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:jas:1:19-20"",""sourceFingerprint"":""e6d79fc9428386f0dfabca33bae0cea286c590f409a7759ffbc57a41cfd6ff63"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:eph:4:26-26","protestant","general","World English Bible — Ephesians 4:26","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","e81b349f094fc90f99b7263292fe3152f8770579389057a576bf8fcdc57b9178","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","“Be angry, and don’t sin.” Don’t let the sun go down on your wrath,","[{""text"":""“Be angry, and don’t sin.” Don’t let the sun go down on your wrath,"",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":67}}]","{""book"":""Ephesians"",""chapter"":4,""verseStart"":26,""verseEnd"":26,""emotionTags"":[""anger""],""conceptTags"":[""peace""]}","c38af0807668a2e55de52cfe0374bcadf30efd1798eaea46ecd2e364b32f0dc8","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:eph:4:26-26"",""sourceFingerprint"":""c38af0807668a2e55de52cfe0374bcadf30efd1798eaea46ecd2e364b32f0dc8"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:1jn:1:9-9","protestant","general","World English Bible — 1 John 1:9","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","959f76f911e5f76f21128ca83b4c83626aff27c440bbff41bb0cb3bebbea6f48","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","If we confess our sins, he is faithful and righteous to forgive us the sins and to cleanse us from all unrighteousness.","[{""text"":""If we confess our sins, he is faithful and righteous to forgive us the sins and to cleanse us from all unrighteousness."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":119}}]","{""book"":""1 John"",""chapter"":1,""verseStart"":9,""verseEnd"":9,""emotionTags"":[""guilt""],""conceptTags"":[""forgiveness"",""grace""]}","457722a502c23eacad9b486d21daf6b233ee8c05c0f9958e66fe753f2bc3a10b","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:1jn:1:9-9"",""sourceFingerprint"":""457722a502c23eacad9b486d21daf6b233ee8c05c0f9958e66fe753f2bc3a10b"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:psa:32:5-5","protestant","general","World English Bible — Psalms 32:5","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","de401db7e3988ab0976a7ad7a27ddeda8fd5882c85307b1c3a4a5ed2f56b6915","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","I acknowledged my sin to you. I didn’t hide my iniquity. I said, I will confess my transgressions to the LORD, and you forgave the iniquity of my sin. Selah.","[{""text"":""I acknowledged my sin to you. I didn’t hide my iniquity. I said, I will confess my transgressions to the LORD, and you forgave the iniquity of my sin. Selah."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":157}}]","{""book"":""Psalms"",""chapter"":32,""verseStart"":5,""verseEnd"":5,""emotionTags"":[""guilt""],""conceptTags"":[""forgiveness""]}","d5681eec8e8640c9204718e4a24d0e05350b51042240f851dcf1c4cf4f4b422e","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:psa:32:5-5"",""sourceFingerprint"":""d5681eec8e8640c9204718e4a24d0e05350b51042240f851dcf1c4cf4f4b422e"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:rom:15:13-13","protestant","general","World English Bible — Romans 15:13","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","91405f0c907c910c8720350d065f8db7838f673e4ffc8304a920a5742a98697e","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","Now may the God of hope fill you with all joy and peace in believing, that you may abound in hope in the power of the Holy Spirit.","[{""text"":""Now may the God of hope fill you with all joy and peace in believing, that you may abound in hope in the power of the Holy Spirit."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":130}}]","{""book"":""Romans"",""chapter"":15,""verseStart"":13,""verseEnd"":13,""emotionTags"":[""hope""],""conceptTags"":[""peace"",""trust""]}","b234c9b7d7552a0c0b1853ec8c64354d82d6928fafb7e5a8152ba8687dba31b2","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:rom:15:13-13"",""sourceFingerprint"":""b234c9b7d7552a0c0b1853ec8c64354d82d6928fafb7e5a8152ba8687dba31b2"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:psa:42:11-11","protestant","general","World English Bible — Psalms 42:11","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","22d52851adb908085c23a790f0b36f4b86fccbcdfe886a25ca48a7368369fb11","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","Why are you in despair, my soul? Why are you disturbed within me? Hope in God! For I shall still praise him, the saving help of my countenance, and my God.","[{""text"":""Why are you in despair, my soul? Why are you disturbed within me? Hope in God! For I shall still praise him, the saving help of my countenance, and my God."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":155}}]","{""book"":""Psalms"",""chapter"":42,""verseStart"":11,""verseEnd"":11,""emotionTags"":[""hope"",""sadness""],""conceptTags"":[""trust""]}","25b6723857106ae25966520fb827b10d02c732ac6c6a681b489e9e33f8994c60","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:psa:42:11-11"",""sourceFingerprint"":""25b6723857106ae25966520fb827b10d02c732ac6c6a681b489e9e33f8994c60"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:lam:3:22-23","protestant","general","World English Bible — Lamentations 3:22-23","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","3256e06fe5c2d1f9593262b14b30737e8a9f3f8bcf8c46de85e928f5bd75c2d8","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","It is because of the LORD’s loving kindnesses that we are not consumed, because his mercies don’t fail. They are new every morning. Great is your faithfulness.","[{""text"":""It is because of the LORD’s loving kindnesses that we are not consumed, because his mercies don’t fail. They are new every morning. Great is your faithfulness."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":159}}]","{""book"":""Lamentations"",""chapter"":3,""verseStart"":22,""verseEnd"":23,""emotionTags"":[""hope""],""conceptTags"":[""love"",""grace""]}","2034101370d51da975342f59d42df63b37589459ad9ce23b7f431c2bf2b5c987","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:lam:3:22-23"",""sourceFingerprint"":""2034101370d51da975342f59d42df63b37589459ad9ce23b7f431c2bf2b5c987"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:1th:5:18-18","protestant","general","World English Bible — 1 Thessalonians 5:18","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","65be8065405d7829d40f8df92794ff74390ce1e83f7160ec6f3eb0489b0f3d01","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","In everything give thanks, for this is the will of God in Christ Jesus toward you.","[{""text"":""In everything give thanks, for this is the will of God in Christ Jesus toward you."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":82}}]","{""book"":""1 Thessalonians"",""chapter"":5,""verseStart"":18,""verseEnd"":18,""emotionTags"":[""gratitude""],""conceptTags"":[""prayer""]}","3ac55cd1d3007a9f1bf64ca69dec4fb54f1ea105bbb8118cabae8e76628d379f","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:1th:5:18-18"",""sourceFingerprint"":""3ac55cd1d3007a9f1bf64ca69dec4fb54f1ea105bbb8118cabae8e76628d379f"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:psa:107:1-1","protestant","general","World English Bible — Psalms 107:1","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","5952864712492c7c4000fb1ee544c2bd85ba0d5c398afae1e166342fe07a5263","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","Give thanks to the LORD, for he is good, for his loving kindness endures forever.","[{""text"":""Give thanks to the LORD, for he is good, for his loving kindness endures forever."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":81}}]","{""book"":""Psalms"",""chapter"":107,""verseStart"":1,""verseEnd"":1,""emotionTags"":[""gratitude""],""conceptTags"":[""love""]}","f53960a48f7b3d2f796cfc1222942155c28f437af6ede925cec8b8abf03e60b6","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:psa:107:1-1"",""sourceFingerprint"":""f53960a48f7b3d2f796cfc1222942155c28f437af6ede925cec8b8abf03e60b6"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:eph:4:32-32","protestant","general","World English Bible — Ephesians 4:32","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","248a74c2c71046fa6cc89ddeb6df1bb97c3fcef00486648c3b0da0d6ae3cf210","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","And be kind to one another, tender hearted, forgiving each other, just as God also in Christ forgave you.","[{""text"":""And be kind to one another, tender hearted, forgiving each other, just as God also in Christ forgave you."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":105}}]","{""book"":""Ephesians"",""chapter"":4,""verseStart"":32,""verseEnd"":32,""emotionTags"":[""anger"",""guilt""],""conceptTags"":[""forgiveness"",""love""]}","6e00c7c2a333322295db7d4ffc935c53222b697883aebdc98436895a585b90eb","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:eph:4:32-32"",""sourceFingerprint"":""6e00c7c2a333322295db7d4ffc935c53222b697883aebdc98436895a585b90eb"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
"protestant:webp-a-track-v1:col:3:13-13","protestant","general","World English Bible — Colossians 3:13","eBible.org","eBible.org","https://ebible.org/Scriptures/engwebp_vpl.zip","bible","en-US","he/el","engwebp-vpl-sha256-f08d13b4f0701108","51494ccda2b439b670e4e210c918f43b7d029c15a76fbd0effb9c599b5911d1a","public_domain","Publisher public-domain dedication: https://ebible.org/engwebp/copyright.htm ; archived engwebp_about.htm. Preserve original wording when using the World English Bible name. Human license review is pending.","Official eBible.org engwebp Protestant edition VPL. Archive SHA256=f08d13b4f0701108f7b9f95d57c201649f37c36359f707c8cf1876538a84d750; entry engwebp_vpl.txt SHA256=71ea1ce60dac8780a16d908f6035fa3595ecc9459acf636de5d1c5023214f240. Exact selected VPL lines; only LF line endings normalized. No Korean translation.","A-track English passage pilot; Korean manual discovery tags only. Context, tradition and safety review required; no clinical promises.","bearing with one another, and forgiving each other, if any man has a complaint against any; even as Christ forgave you, so you also do.","[{""text"":""bearing with one another, and forgiving each other, if any man has a complaint against any; even as Christ forgave you, so you also do."",""location"":{""unit"":""paragraph"",""index"":0,""start"":0,""end"":135}}]","{""book"":""Colossians"",""chapter"":3,""verseStart"":13,""verseEnd"":13,""emotionTags"":[""anger""],""conceptTags"":[""forgiveness""]}","cad5630696e865768dc3189aa3fd778ebc6ab155480f1a5a0e32dfc42f352d36","candidate","{""version"":""expert-v1"",""tradition"":""protestant"",""focus"":""개신교: 지정 교단·번역본·목회적 해석의 범위를 확인"",""roles"":{""licenseReviewer"":{""checklist"":[""licenseEvidence"",""permittedUsage"",""sourceIdentity""],""decision"":null,""notes"":""""},""contentReviewer"":{""checklist"":[""sourceAccuracy"",""quotationContext"",""chunkBoundaries""],""decision"":null,""notes"":""""},""traditionExpert"":{""checklist"":[""doctrinalAccuracy"",""traditionConsistency"",""branchBiasDisclosed"",""noInterfaithMixing""],""decision"":null,""notes"":""""},""safetyReviewer"":{""checklist"":[""noAbsolutistPromises"",""psychologicalSafety"",""noTreatmentReplacement""],""decision"":null,""notes"":""""}}}","[]","{""sourceId"":""protestant:webp-a-track-v1:col:3:13-13"",""sourceFingerprint"":""cad5630696e865768dc3189aa3fd778ebc6ab155480f1a5a0e32dfc42f352d36"",""role"":""licenseReviewer"",""reviewer"":"""",""reviewedAt"":null,""decision"":null,""notes"":"""",""checklist"":{""licenseEvidence"":false,""permittedUsage"":false,""sourceIdentity"":false}}","",""
